Director,Title,Score,Gross,Movie_Likes,id
Dan Cutforth,Katy Perry: Part of Me ,5.9,25240988,0,root DanCutforth KatyPerry:PartofMe 
Damon Santostefano,Three to Tango ,6.1,10544143,311,root DamonSantostefano ThreetoTango 
Damien O'Donnell,East Is East ,6.9,4170647,1000,root DamienO'Donnell EastIsEast 
Damien Dante Wayans,Dance Flick ,3.5,25615792,657,root DamienDanteWayans DanceFlick 
Damien Chazelle,Whiplash ,8.5,13092000,129000,root DamienChazelle Whiplash 
Damian Nieman,Shade ,6.4,10696,413,root DamianNieman Shade 
Daisy von Scherler Mayer,Woo ,3.8,8026971,204,root DaisyvonScherlerMayer Woo 
Daisy von Scherler Mayer,The Guru ,5.4,3034181,550,root DaisyvonScherlerMayer TheGuru 
Dagur Kári,The Good Heart ,6.9,19959,0,root DagurKári TheGoodHeart 
D.J. Caruso,The Salton Sea ,7.2,676698,2000,root D.J.Caruso TheSaltonSea 
D.J. Caruso,I Am Number Four ,6.1,55092830,27000,root D.J.Caruso IAmNumberFour 
D.J. Caruso,Eagle Eye ,6.6,101111837,0,root D.J.Caruso EagleEye 
D.J. Caruso,Disturbia ,6.9,160100342,0,root D.J.Caruso Disturbia 
Cyrus Nowrasteh,The Young Messiah ,5.4,6462576,0,root CyrusNowrasteh TheYoungMessiah 
Curtis Hanson,Wonder Boys ,7.4,19389454,0,root CurtisHanson WonderBoys 
Curtis Hanson,The River Wild ,6.3,46815748,0,root CurtisHanson TheRiverWild 
Curtis Hanson,Lucky You ,5.9,5755286,672,root CurtisHanson LuckyYou 
Curtis Hanson,L.A. Confidential ,8.3,64604977,11000,root CurtisHanson L.A.Confidential 
Curtis Hanson,8 Mile ,7,116724075,0,root CurtisHanson 8Mile 
Cristian Mungiu,"4 Months, 3 Weeks and 2 Days ",7.9,1185783,14000,"root CristianMungiu 4Months,3Weeksand2Days "
Craig Zobel,Compliance ,6.4,318622,0,root CraigZobel Compliance 
Craig R. Baxley,Stone Cold ,5.9,9286314,0,root CraigR.Baxley StoneCold 
Craig R. Baxley,Action Jackson ,5.2,20257000,978,root CraigR.Baxley ActionJackson 
Craig Mazin,The Specials ,6,12996,210,root CraigMazin TheSpecials 
Craig Mazin,Superhero Movie ,4.5,25871834,0,root CraigMazin SuperheroMovie 
Craig Johnson,The Skeleton Twins ,6.8,5283379,0,root CraigJohnson TheSkeletonTwins 
Craig Gillespie,The Finest Hours ,6.8,27550735,12000,root CraigGillespie TheFinestHours 
Craig Gillespie,Million Dollar Arm ,7,36447959,10000,root CraigGillespie MillionDollarArm 
Craig Gillespie,Lars and the Real Girl ,7.4,5949693,19000,root CraigGillespie LarsandtheRealGirl 
Craig Gillespie,Fright Night ,6.4,18298649,23000,root CraigGillespie FrightNight 
Craig Brewer,Hustle & Flow ,7.4,22201636,0,root CraigBrewer Hustle&Flow 
Craig Brewer,Black Snake Moan ,7,9396487,0,root CraigBrewer BlackSnakeMoan 
Craig Bolotin,Light It Up ,6,5871603,251,root CraigBolotin LightItUp 
Courtney Solomon,Getaway ,4.4,10494494,4000,root CourtneySolomon Getaway 
Courtney Solomon,An American Haunting ,5,16298046,0,root CourtneySolomon AnAmericanHaunting 
Courtney Hunt,Frozen River ,7.2,2508841,0,root CourtneyHunt FrozenRiver 
Costa-Gavras,Mad City ,6.2,10556196,697,root Costa-Gavras MadCity 
Costa-Gavras,Amen. ,7.3,274299,0,root Costa-Gavras Amen. 
Cory Edwards,Hoodwinked! ,6.5,51053787,0,root CoryEdwards Hoodwinked! 
Corey Yuen,DOA: Dead or Alive ,4.8,480314,0,root CoreyYuen DOA:DeadorAlive 
Conor McPherson,The Eclipse ,6.2,128937,580,root ConorMcPherson TheEclipse 
Colin Trevorrow,Safety Not Guaranteed ,7,4007792,31000,root ColinTrevorrow SafetyNotGuaranteed 
Colin Trevorrow,Jurassic World ,7,652177271,150000,root ColinTrevorrow JurassicWorld 
Colin Strause,Skyline ,4.4,21371425,13000,root ColinStrause Skyline 
Colin Strause,Aliens vs. Predator: Requiem ,4.7,41797066,0,root ColinStrause Aliensvs.Predator:Requiem 
Colin Higgins,The Best Little Whorehouse in Texas ,5.8,69700000,0,root ColinHiggins TheBestLittleWhorehouseinTexas 
Cody Cameron,Cloudy with a Chance of Meatballs 2 ,6.5,119793567,15000,root CodyCameron CloudywithaChanceofMeatballs2 
Clive Barker,Hellraiser ,7,14564027,0,root CliveBarker Hellraiser 
Clint Eastwood,Unforgiven ,8.3,101157447,10000,root ClintEastwood Unforgiven 
Clint Eastwood,The Bridges of Madison County ,7.5,70960517,0,root ClintEastwood TheBridgesofMadisonCounty 
Clint Eastwood,Space Cowboys ,6.4,90454043,0,root ClintEastwood SpaceCowboys 
Clint Eastwood,Pale Rider ,7.3,41400000,0,root ClintEastwood PaleRider 
Clint Eastwood,Mystic River ,8,90135191,12000,root ClintEastwood MysticRiver 
Clint Eastwood,Million Dollar Baby ,8.1,100422786,14000,root ClintEastwood MillionDollarBaby 
Clint Eastwood,Midnight in the Garden of Good and Evil ,6.6,25078937,0,root ClintEastwood MidnightintheGardenofGoodandEvil 
Clint Eastwood,Letters from Iwo Jima ,7.9,13753931,5000,root ClintEastwood LettersfromIwoJima 
Clint Eastwood,Jersey Boys ,6.9,47034272,16000,root ClintEastwood JerseyBoys 
Clint Eastwood,J. Edgar ,6.6,37304950,16000,root ClintEastwood J.Edgar 
Clint Eastwood,Invictus ,7.4,37479778,23000,root ClintEastwood Invictus 
Clint Eastwood,Hereafter ,6.5,32741596,16000,root ClintEastwood Hereafter 
Clint Eastwood,Gran Torino ,8.2,148085755,28000,root ClintEastwood GranTorino 
Clint Eastwood,Flags of Our Fathers ,7.1,33574332,0,root ClintEastwood FlagsofOurFathers 
Clint Eastwood,Firefox ,5.9,46700000,0,root ClintEastwood Firefox 
Clint Eastwood,Changeling ,7.8,35707327,14000,root ClintEastwood Changeling 
Clint Eastwood,Blood Work ,6.4,26199517,705,root ClintEastwood BloodWork 
Clint Eastwood,American Sniper ,7.3,350123553,112000,root ClintEastwood AmericanSniper 
Clint Eastwood,Absolute Power ,6.7,50007168,1000,root ClintEastwood AbsolutePower 
Clay Kaytis,The Angry Birds Movie ,6.3,107225164,14000,root ClayKaytis TheAngryBirdsMovie 
Claudia Sainte-Luce,The Amazing Catfish ,7,11278,407,root ClaudiaSainte-Luce TheAmazingCatfish 
Claudia Llosa,Aloft ,5.3,52961,675,root ClaudiaLlosa Aloft 
Claude Miller,Alias Betty ,6.9,206400,26,root ClaudeMiller AliasBetty 
Claude Chabrol,The Swindle ,6.6,231417,33,root ClaudeChabrol TheSwindle 
Claude Chabrol,The Flower of Evil ,6.6,181798,52,root ClaudeChabrol TheFlowerofEvil 
Clark Johnson,The Sentinel ,6.1,36279230,690,root ClarkJohnson TheSentinel 
Clark Johnson,S.W.A.T. ,6,116643346,0,root ClarkJohnson S.W.A.T. 
Clark Gregg,Choke ,6.5,2926565,0,root ClarkGregg Choke 
Clare Kilner,The Wedding Date ,6.1,31585300,0,root ClareKilner TheWeddingDate 
Clare Kilner,How to Deal ,5.7,14108518,371,root ClareKilner HowtoDeal 
Ciarán Foy,Sinister 2 ,5.2,27736779,13000,root CiaránFoy Sinister2 
Chuck Sheetz,Recess: School's Out ,6.5,36696761,227,root ChuckSheetz Recess:School'sOut 
Chuck Russell,The Scorpion King ,5.5,90341670,0,root ChuckRussell TheScorpionKing 
Chuck Russell,The Mask ,6.9,119938730,0,root ChuckRussell TheMask 
Chuck Russell,Eraser ,6.1,101228120,0,root ChuckRussell Eraser 
Chuck Russell,Bless the Child ,5.1,29374178,394,root ChuckRussell BlesstheChild 
Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors ,6.6,44793200,0,root ChuckRussell ANightmareonElmStreet3:DreamWarriors 
Chuan Lu,City of Life and Death ,7.7,119922,0,root ChuanLu CityofLifeandDeath 
Christopher Spencer,Son of God ,5.6,59696176,15000,root ChristopherSpencer SonofGod 
Christopher Smith,Severance ,6.6,136432,0,root ChristopherSmith Severance 
Christopher Scott Cherot,Hav Plenty ,6.5,2301777,161,root ChristopherScottCherot HavPlenty 
Christopher Nolan,The Prestige ,8.5,53082743,49000,root ChristopherNolan ThePrestige 
Christopher Nolan,The Dark Knight Rises ,8.5,448130642,164000,root ChristopherNolan TheDarkKnightRises 
Christopher Nolan,The Dark Knight ,9,533316061,37000,root ChristopherNolan TheDarkKnight 
Christopher Nolan,Memento ,8.5,25530884,40000,root ChristopherNolan Memento 
Christopher Nolan,Interstellar ,8.6,187991439,349000,root ChristopherNolan Interstellar 
Christopher Nolan,Insomnia ,7.2,67263182,0,root ChristopherNolan Insomnia 
Christopher Nolan,Inception ,8.8,292568851,175000,root ChristopherNolan Inception 
Christopher Nolan,Batman Begins ,8.3,205343774,15000,root ChristopherNolan BatmanBegins 
Christopher Morris,Four Lions ,7.3,304137,17000,root ChristopherMorris FourLions 
Christopher McQuarrie,The Way of the Gun ,6.7,6047856,1000,root ChristopherMcQuarrie TheWayoftheGun 
Christopher McQuarrie,Mission: Impossible - Rogue Nation ,7.4,195000874,47000,root ChristopherMcQuarrie Mission:Impossible-RogueNation 
Christopher McQuarrie,Jack Reacher ,7,160067286,76000,root ChristopherMcQuarrie JackReacher 
Christopher M. Bessette,Trade of Innocents ,5.4,15059,543,root ChristopherM.Bessette TradeofInnocents 
Christopher Leitch,Teen Wolf Too ,3.2,7888703,491,root ChristopherLeitch TeenWolfToo 
Christopher Landon,Paranormal Activity: The Marked Ones ,5,32453345,10000,root ChristopherLandon ParanormalActivity:TheMarkedOnes 
Christopher Guest,Waiting for Guffman ,7.6,2892582,0,root ChristopherGuest WaitingforGuffman 
Christopher Guest,For Your Consideration ,6.3,5542025,650,root ChristopherGuest ForYourConsideration 
Christopher Guest,Best in Show ,7.5,18621249,0,root ChristopherGuest BestinShow 
Christopher Guest,A Mighty Wind ,7.3,17508936,0,root ChristopherGuest AMightyWind 
Christopher Erskin,Johnson Family Vacation ,4.3,31179516,243,root ChristopherErskin JohnsonFamilyVacation 
Christopher Cain,Young Guns ,6.8,44726644,0,root ChristopherCain YoungGuns 
Christopher Cain,September Dawn ,5.8,1066555,411,root ChristopherCain SeptemberDawn 
Christophe Gans,Silent Hill ,6.6,46982632,0,root ChristopheGans SilentHill 
Christophe Barratier,The Chorus ,7.9,3629758,0,root ChristopheBarratier TheChorus 
Christine Jeffs,Sunshine Cleaning ,6.9,12055108,0,root ChristineJeffs SunshineCleaning 
Christian Volckman,Renaissance ,6.7,63260,0,root ChristianVolckman Renaissance 
Christian E. Christiansen,The Roommate ,4.8,37300107,0,root ChristianE.Christiansen TheRoommate 
Christian Duguay,The Art of War ,5.7,30199105,470,root ChristianDuguay TheArtofWar 
Christian Duguay,Extreme Ops ,4.5,4835968,158,root ChristianDuguay ExtremeOps 
Christian Ditter,How to Be Single ,6.1,46813366,15000,root ChristianDitter HowtoBeSingle 
Christian Carion,Joyeux Noel ,7.8,1050445,11000,root ChristianCarion JoyeuxNoel 
Christian Alvart,Pandorum ,6.8,10326062,10000,root ChristianAlvart Pandorum 
Christian Alvart,Case 39 ,6.2,13248477,0,root ChristianAlvart Case39 
Chris Weitz,The Twilight Saga: New Moon ,4.6,296623634,13000,root ChrisWeitz TheTwilightSaga:NewMoon 
Chris Weitz,The Golden Compass ,6.1,70083519,0,root ChrisWeitz TheGoldenCompass 
Chris Weitz,Down to Earth ,5.4,64172251,602,root ChrisWeitz DowntoEarth 
Chris Weitz,About a Boy ,7.1,40566655,0,root ChrisWeitz AboutaBoy 
Chris Weitz,A Better Life ,7.2,1754319,0,root ChrisWeitz ABetterLife 
Chris Wedge,Robots ,6.3,128200012,0,root ChrisWedge Robots 
Chris Wedge,Ice Age ,7.6,176387405,3000,root ChrisWedge IceAge 
Chris Wedge,Epic ,6.7,107515297,17000,root ChrisWedge Epic 
Chris Stokes,You Got Served ,3.5,40066497,0,root ChrisStokes YouGotServed 
Chris Rock,Top Five ,6.5,25277561,0,root ChrisRock TopFive 
Chris Rock,I Think I Love My Wife ,5.5,12550242,488,root ChrisRock IThinkILoveMyWife 
Chris Rock,Head of State ,5.4,37788228,638,root ChrisRock HeadofState 
Chris Robinson,ATL ,6,21160089,874,root ChrisRobinson ATL 
Chris Roberts,Wing Commander ,4.1,11576087,858,root ChrisRoberts WingCommander 
Chris Paine,Who Killed the Electric Car? ,7.7,1677838,0,root ChrisPaine WhoKilledtheElectricCar? 
Chris Noonan,Miss Potter ,7,2975649,0,root ChrisNoonan MissPotter 
Chris Noonan,Babe ,6.8,66600000,5000,root ChrisNoonan Babe 
Chris Nahon,Kiss of the Dragon ,6.6,36833473,0,root ChrisNahon KissoftheDragon 
Chris Miller,Shrek the Third ,6.1,320706665,0,root ChrisMiller ShrektheThird 
Chris Miller,Puss in Boots ,6.7,149234747,16000,root ChrisMiller PussinBoots 
Chris Koch,Snow Day ,4.9,60008303,0,root ChrisKoch SnowDay 
Chris Koch,A Guy Thing ,5.6,15408822,401,root ChrisKoch AGuyThing 
Chris Kentis,Silent House ,5.3,12555230,0,root ChrisKentis SilentHouse 
Chris Kentis,Open Water ,5.7,30500882,0,root ChrisKentis OpenWater 
Chris Gorak,The Darkest Hour ,4.9,21426805,0,root ChrisGorak TheDarkestHour 
Chris Eyre,Smoke Signals ,7.2,6719300,0,root ChrisEyre SmokeSignals 
Chris Columbus,Stepmom ,6.7,91030827,0,root ChrisColumbus Stepmom 
Chris Columbus,Rent ,7,29077547,3000,root ChrisColumbus Rent 
Chris Columbus,Pixels ,5.6,78747585,39000,root ChrisColumbus Pixels 
Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief ,5.9,88761720,9000,root ChrisColumbus PercyJackson&theOlympians:TheLightningThief 
Chris Columbus,Mrs. Doubtfire ,6.9,219200000,0,root ChrisColumbus Mrs.Doubtfire 
Chris Columbus,"I Love You, Beth Cooper ",5.3,14793904,0,"root ChrisColumbus ILoveYou,BethCooper "
Chris Columbus,Home Alone 2: Lost in New York ,6.6,173585516,0,root ChrisColumbus HomeAlone2:LostinNewYork 
Chris Columbus,Home Alone ,7.5,285761243,20000,root ChrisColumbus HomeAlone 
Chris Columbus,Harry Potter and the Sorcerer's Stone ,7.5,317557891,16000,root ChrisColumbus HarryPotterandtheSorcerer'sStone 
Chris Columbus,Harry Potter and the Chamber of Secrets ,7.4,261970615,0,root ChrisColumbus HarryPotterandtheChamberofSecrets 
Chris Columbus,Bicentennial Man ,6.8,58220776,0,root ChrisColumbus BicentennialMan 
Chris Carter,The X Files: I Want to Believe ,5.9,20981633,0,root ChrisCarter TheXFiles:IWanttoBelieve 
Chris Butler,ParaNorman ,7,55994557,12000,root ChrisButler ParaNorman 
Chris Buck,Frozen ,7.6,400736600,58000,root ChrisBuck Frozen 
Chia-Liang Liu,The Legend of Drunken Master ,7.6,11546543,0,root Chia-LiangLiu TheLegendofDrunkenMaster 
Cheryl Dunye,My Baby's Daddy ,4.5,17321573,151,root CherylDunye MyBaby'sDaddy 
Chatrichalerm Yukol,The Legend of Suriyothai ,6.6,454255,124,root ChatrichalermYukol TheLegendofSuriyothai 
Charlie Kaufman,"Synecdoche, New York ",7.5,3081925,13000,"root CharlieKaufman Synecdoche,NewYork "
Charles T. Kanganis,3 Ninjas Kick Back ,4.3,11784000,444,root CharlesT.Kanganis 3NinjasKickBack 
Charles Stone III,Mr 3000 ,5.5,21800302,491,root CharlesStoneIII Mr3000 
Charles Stone III,Drumline ,5.7,56398162,2000,root CharlesStoneIII Drumline 
Charles Shyer,Alfie ,6.2,13395939,0,root CharlesShyer Alfie 
Charles S. Dutton,Against the Ropes ,5.3,5881504,177,root CharlesS.Dutton AgainsttheRopes 
Charles Robert Carner,Witless Protection ,3.1,4131640,140,root CharlesRobertCarner WitlessProtection 
Charles Martin Smith,Dolphin Tale 2 ,6.4,42019483,0,root CharlesMartinSmith DolphinTale2 
Charles Martin Smith,Dolphin Tale ,6.9,72279690,0,root CharlesMartinSmith DolphinTale 
Charles Martin Smith,Air Bud ,5.1,24629916,902,root CharlesMartinSmith AirBud 
Charles Herman-Wurmfeld,The Hammer ,7.3,442638,337,root CharlesHerman-Wurmfeld TheHammer 
Charles Herman-Wurmfeld,"Legally Blonde 2: Red, White & Blonde ",4.6,89808372,660,"root CharlesHerman-Wurmfeld LegallyBlonde2:Red,White&Blonde "
Charles Herman-Wurmfeld,Kissing Jessica Stein ,6.7,7022940,682,root CharlesHerman-Wurmfeld KissingJessicaStein 
Charles Ferguson,Time to Choose ,7,29233,121,root CharlesFerguson TimetoChoose 
Charles Ferguson,No End in Sight ,8.3,1430185,0,root CharlesFerguson NoEndinSight 
Charles Ferguson,Inside Job ,8.3,4311834,63000,root CharlesFerguson InsideJob 
Charles Chaplin,Modern Times ,8.6,163245,0,root CharlesChaplin ModernTimes 
Chan-wook Park,Stoker ,6.8,1702277,27000,root Chan-wookPark Stoker 
Chan-wook Park,Oldboy ,8.4,2181290,43000,root Chan-wookPark Oldboy 
Chan-wook Park,Lady Vengeance ,7.7,211667,4000,root Chan-wookPark LadyVengeance 
Cedric Nicolas-Troyan,The Huntsman: Winter's War ,6.1,47952020,16000,root CedricNicolas-Troyan TheHuntsman:Winter'sWar 
Cédric Klapisch,When the Cat's Away ,6.9,1652472,166,root CédricKlapisch WhentheCat'sAway 
Cédric Klapisch,L'auberge espagnole ,7.3,3895664,0,root CédricKlapisch L'aubergeespagnole 
Cecil B. DeMille,The Greatest Show on Earth ,6.7,36000000,625,root CecilB.DeMille TheGreatestShowonEarth 
Cathy Malkasian,The Wild Thornberrys Movie ,5.2,39880476,187,root CathyMalkasian TheWildThornberrysMovie 
Catherine Owens,U2 3D ,8.4,10353690,116,root CatherineOwens U23D 
Catherine Jelski,The Young Unknowns ,4.2,58163,4,root CatherineJelski TheYoungUnknowns 
Catherine Hardwicke,Twilight ,5.2,382898950,38000,root CatherineHardwicke Twilight 
Catherine Hardwicke,Thirteen ,6.8,4599680,0,root CatherineHardwicke Thirteen 
Catherine Hardwicke,The Nativity Story ,6.8,37617947,0,root CatherineHardwicke TheNativityStory 
Catherine Hardwicke,Red Riding Hood ,5.4,37652565,20000,root CatherineHardwicke RedRidingHood 
Catherine Hardwicke,Plush ,5.4,2843,604,root CatherineHardwicke Plush 
Catherine Hardwicke,Lords of Dogtown ,7.1,11008432,5000,root CatherineHardwicke LordsofDogtown 
Catherine Gund,Born to Fly: Elizabeth Streb vs. Gravity ,6.8,21199,44,root CatherineGund BorntoFly:ElizabethStrebvs.Gravity 
Carter Smith,The Ruins ,5.9,17427926,0,root CarterSmith TheRuins 
Carroll Ballard,Duma ,7.3,860002,0,root CarrollBallard Duma 
Caroline Link,Nowhere in Africa ,7.7,6173485,802,root CarolineLink NowhereinAfrica 
Carol Reed,Oliver! ,7.5,16800000,0,root CarolReed Oliver! 
Carmen Marron,Go for It! ,3.9,178739,566,root CarmenMarron GoforIt! 
Carlos Saura,Tango ,7.2,1687311,539,root CarlosSaura Tango 
Carlos Saldanha,Rio 2 ,6.4,131536019,0,root CarlosSaldanha Rio2 
Carlos Saldanha,Rio ,7,143618384,19000,root CarlosSaldanha Rio 
Carlos Saldanha,Ice Age: The Meltdown ,6.9,195329763,0,root CarlosSaldanha IceAge:TheMeltdown 
Carlos Saldanha,Ice Age: Dawn of the Dinosaurs ,7,196573705,0,root CarlosSaldanha IceAge:DawnoftheDinosaurs 
Carlos Carrera,El crimen del padre Amaro ,6.8,5709616,544,root CarlosCarrera ElcrimendelpadreAmaro 
Carl Rinsch,47 Ronin ,6.3,38297305,35000,root CarlRinsch 47Ronin 
Carl Franklin,Out of Time ,6.5,40905277,1000,root CarlFranklin OutofTime 
Carl Franklin,One True Thing ,7,23209440,592,root CarlFranklin OneTrueThing 
Carl Franklin,High Crimes ,6.3,41543207,893,root CarlFranklin HighCrimes 
Camille Delamarre,The Transporter Refueled ,5.1,16027866,0,root CamilleDelamarre TheTransporterRefueled 
Camille Delamarre,Brick Mansions ,5.7,20285518,0,root CamilleDelamarre BrickMansions 
Cameron Crowe,We Bought a Zoo ,7.1,75621915,22000,root CameronCrowe WeBoughtaZoo 
Cameron Crowe,Vanilla Sky ,6.9,100614858,0,root CameronCrowe VanillaSky 
Cameron Crowe,Jerry Maguire ,7.3,153620822,0,root CameronCrowe JerryMaguire 
Cameron Crowe,Elizabethtown ,6.4,26838389,0,root CameronCrowe Elizabethtown 
Cameron Crowe,Aloha ,5.4,41982994,22000,root CameronCrowe Aloha 
Cameron Crowe,Almost Famous ,7.9,32522352,15000,root CameronCrowe AlmostFamous 
Callie Khouri,Mad Money ,5.8,20668843,687,root CallieKhouri MadMoney 
Callie Khouri,Divine Secrets of the Ya-Ya Sisterhood ,6,69586544,0,root CallieKhouri DivineSecretsoftheYa-YaSisterhood 
Cal Brunker,Escape from Planet Earth ,5.9,57011847,0,root CalBrunker EscapefromPlanetEarth 
C. Jay Cox,Latter Days ,7.2,819939,0,root C.JayCox LatterDays 
C. Jay Cox,Kiss the Bride ,5.7,31937,60,root C.JayCox KisstheBride 
Byron Howard,Bolt ,6.9,114053579,0,root ByronHoward Bolt 
Burr Steers,Pride and Prejudice and Zombies ,5.8,10907291,73000,root BurrSteers PrideandPrejudiceandZombies 
Burr Steers,Igby Goes Down ,7,4681503,838,root BurrSteers IgbyGoesDown 
Burr Steers,Charlie St. Cloud ,6.5,31136950,0,root BurrSteers CharlieSt.Cloud 
Burr Steers,17 Again ,6.4,64149837,0,root BurrSteers 17Again 
Bryan Singer,X-Men: Days of Future Past ,8,233914986,82000,root BryanSinger X-Men:DaysofFuturePast 
Bryan Singer,X-Men: Apocalypse ,7.3,154985087,54000,root BryanSinger X-Men:Apocalypse 
Bryan Singer,X-Men 2 ,7.5,214948780,0,root BryanSinger X-Men2 
Bryan Singer,X-Men ,7.4,157299717,0,root BryanSinger X-Men 
Bryan Singer,Valkyrie ,7.1,83077470,0,root BryanSinger Valkyrie 
Bryan Singer,The Usual Suspects ,8.6,23272306,28000,root BryanSinger TheUsualSuspects 
Bryan Singer,Superman Returns ,6.1,200069408,0,root BryanSinger SupermanReturns 
Bryan Singer,Jack the Giant Slayer ,6.3,65171860,22000,root BryanSinger JacktheGiantSlayer 
Bryan Barber,Idlewild ,6.2,12549485,489,root BryanBarber Idlewild 
Bruce Paltrow,Duets ,6,4734235,573,root BrucePaltrow Duets 
Bruce McDonald,Pontypool ,6.7,3478,0,root BruceMcDonald Pontypool 
Bruce McCulloch,Superstar ,5,30628981,2000,root BruceMcCulloch Superstar 
Bruce McCulloch,Stealing Harvard ,5.1,27947064,430,root BruceMcCulloch StealingHarvard 
Bruce Hunt,The Cave ,5.1,14888028,0,root BruceHunt TheCave 
Bruce Dellis,Locker 13 ,4.8,2468,261,root BruceDellis Locker13 
Bruce Campbell,My Name Is Bruce ,6.3,173066,0,root BruceCampbell MyNameIsBruce 
Bruce Beresford,Mao's Last Dancer ,7.4,4806750,0,root BruceBeresford Mao'sLastDancer 
Bruce Beresford,Driving Miss Daisy ,7.4,106593296,3000,root BruceBeresford DrivingMissDaisy 
Bruce Beresford,Double Jeopardy ,6.4,116735231,0,root BruceBeresford DoubleJeopardy 
Bronwen Hughes,Harriet the Spy ,5.9,26539321,833,root BronwenHughes HarriettheSpy 
Britt Allcroft,Thomas and the Magic Railroad ,3.6,15911333,663,root BrittAllcroft ThomasandtheMagicRailroad 
Brian Trenchard-Smith,Megiddo: The Omega Code 2 ,4.1,5974653,158,root BrianTrenchard-Smith Megiddo:TheOmegaCode2 
Brian Trenchard-Smith,In Her Line of Fire ,4.1,721,42,root BrianTrenchard-Smith InHerLineofFire 
Brian Robbins,Varsity Blues ,6.4,52885587,0,root BrianRobbins VarsityBlues 
Brian Robbins,The Shaggy Dog ,4.4,61112916,747,root BrianRobbins TheShaggyDog 
Brian Robbins,Ready to Rumble ,5.3,12372410,650,root BrianRobbins ReadytoRumble 
Brian Robbins,Meet Dave ,4.9,11802056,791,root BrianRobbins MeetDave 
Brian Robbins,Hardball ,6.3,40219708,0,root BrianRobbins Hardball 
Brian Robbins,A Thousand Words ,5.9,18438149,0,root BrianRobbins AThousandWords 
Brian Percival,The Book Thief ,7.6,21483154,53000,root BrianPercival TheBookThief 
Brian Levant,The Spy Next Door ,5.4,24268828,0,root BrianLevant TheSpyNextDoor 
Brian Levant,The Flintstones in Viva Rock Vegas ,3.6,35231365,500,root BrianLevant TheFlintstonesinVivaRockVegas 
Brian Levant,The Flintstones ,4.8,130512915,0,root BrianLevant TheFlintstones 
Brian Levant,Snow Dogs ,5.1,81150692,0,root BrianLevant SnowDogs 
Brian Levant,Jingle All the Way ,5.4,60573641,0,root BrianLevant JingleAlltheWay 
Brian Levant,Are We There Yet? ,4.6,82301521,773,root BrianLevant AreWeThereYet? 
Brian Koppelman,Solitary Man ,6.4,4360548,0,root BrianKoppelman SolitaryMan 
Brian Koppelman,Knockaround Guys ,6.1,11632420,566,root BrianKoppelman KnockaroundGuys 
Brian Klugman,The Words ,7.1,11434867,21000,root BrianKlugman TheWords 
Brian Henson,The Muppet Christmas Carol ,7.7,27281507,0,root BrianHenson TheMuppetChristmasCarol 
Brian Helgeland,The Order ,5.1,7659747,704,root BrianHelgeland TheOrder 
Brian Helgeland,Payback ,7.1,81517441,0,root BrianHelgeland Payback 
Brian Helgeland,Legend ,7,1865774,43000,root BrianHelgeland Legend 
Brian Helgeland,A Knight's Tale ,6.9,56083966,0,root BrianHelgeland AKnight'sTale 
Brian Helgeland,42 ,7.5,95001343,28000,root BrianHelgeland 42 
Brian Gibson,What's Love Got to Do with It ,7.2,39100956,0,root BrianGibson What'sLoveGottoDowithIt 
Brian Gibson,The Juror ,5.6,44834712,353,root BrianGibson TheJuror 
Brian De Palma,The Untouchables ,7.9,76270454,0,root BrianDePalma TheUntouchables 
Brian De Palma,The Black Dahlia ,5.6,22518325,0,root BrianDePalma TheBlackDahlia 
Brian De Palma,Snake Eyes ,5.9,55585389,880,root BrianDePalma SnakeEyes 
Brian De Palma,Scarface ,8.3,44700000,19000,root BrianDePalma Scarface 
Brian De Palma,Redacted ,6.2,65087,559,root BrianDePalma Redacted 
Brian De Palma,Raising Cain ,6,21370057,541,root BrianDePalma RaisingCain 
Brian De Palma,Mission: Impossible ,7.1,180965237,0,root BrianDePalma Mission:Impossible 
Brian De Palma,Mission to Mars ,5.6,60874615,0,root BrianDePalma MissiontoMars 
Brian De Palma,Femme Fatale ,6.3,6592103,675,root BrianDePalma FemmeFatale 
Brian De Palma,Dressed to Kill ,7.1,31899000,0,root BrianDePalma DressedtoKill 
Brian Dannelly,Saved! ,6.9,8786715,0,root BrianDannelly Saved! 
Brian Baugh,To Save a Life ,7.1,3773863,0,root BrianBaugh ToSaveaLife 
Brett Ratner,X-Men: The Last Stand ,6.8,234360014,0,root BrettRatner X-Men:TheLastStand 
Brett Ratner,Tower Heist ,6.2,78009155,0,root BrettRatner TowerHeist 
Brett Ratner,The Family Man ,6.7,75764085,0,root BrettRatner TheFamilyMan 
Brett Ratner,Rush Hour 3 ,6.2,140080850,0,root BrettRatner RushHour3 
Brett Ratner,Rush Hour 2 ,6.6,226138454,0,root BrettRatner RushHour2 
Brett Ratner,Red Dragon ,7.2,92930005,0,root BrettRatner RedDragon 
Brett Ratner,Money Talks ,6.1,41067398,666,root BrettRatner MoneyTalks 
Brett Ratner,Hercules ,6,145320058,42000,root BrettRatner Hercules 
Brett Ratner,After the Sunset ,6.3,28328132,782,root BrettRatner AftertheSunset 
Brett Leonard,Virtuosity ,5.5,24048000,0,root BrettLeonard Virtuosity 
Brett Leonard,The Lawnmower Man ,5.4,32101000,0,root BrettLeonard TheLawnmowerMan 
